ANID,2016 Comp Group,Alternate ID,Laboratory,Investigator,Affiliation,Source/Excavator/Museum,Region,Country,State/Province,Estate,Site Name,Latitude,Longitude,UTM Zone,Northing,Easting,Material,Ware,Ceramic Type,Vessel Form,Exterior Decoration,Interior Decoration,Paste Color,Major Temper,Minor Temper,Culture,Context,Provenience,Period,Date,Picture,Comments,Notes,Compositional Group,Spare ANID,Long RDF,Long Date,Short RDF,Short Date,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
JAM384,JAM10,1205-A14.2-DRS--00014,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",5,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM384,FMA1,1/24/2016,JUT2-S,1/11/2016,23.6710,11.9875,0.1582,7.8493,1.3575,0.9047,0.8506,14.6635,2.7623,229.1903,1.2328,0.3218,35835.7,4.4212,0.00,21.49,0.8639,13.0675,68.60,0.5777,0.1651,4.5867,70.10,100.25,82751.1,154.5,10113.7,1.0814,3174.7,121.86,1604.3,3882.3,97.81
JAM385,UNAS,1205-B13.2-DRS--00006,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",5,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Rock, other","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM385,FMA1,1/24/2016,JUT2-S,1/11/2016,7.7880,14.6504,0.1844,9.9178,2.3716,1.0544,1.2184,27.9689,13.6162,36.9279,2.1399,0.6825,43923.2,3.6003,0.00,85.89,1.0132,15.8059,129.71,0.6441,0.2446,3.7289,92.60,80.32,90348.5,484.8,10458.0,1.8411,16123.8,434.03,22751.0,3693.4,101.49
JAM386,JAM22,1205-Y12.1-DRS--00048,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",5,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM386,FMA1,1/24/2016,JUT2-S,1/11/2016,7.3249,14.2379,0.1694,9.1986,2.3207,1.4875,1.1393,22.4016,7.2193,45.3705,1.8138,0.6062,51162.8,6.4281,0.00,78.77,0.6369,14.0792,277.35,0.8740,0.2352,6.4898,102.04,145.50,88632.0,1000.8,15262.6,1.7126,22521.7,510.99,13564.6,4718.2,155.53
JAM387,JAM21,1205-B11.1-DRS--00014,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",5,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM387,FMA1,1/24/2016,JUT2-S,1/11/2016,8.1947,14.8473,0.1882,10.4917,2.5123,1.3380,1.3252,29.4706,14.8967,40.9743,1.8145,0.7156,46155.8,3.8890,0.00,58.98,1.0520,15.7104,181.39,0.6536,0.4600,3.9224,98.47,90.91,90606.2,565.6,9958.0,1.8874,17209.5,543.59,23408.6,3782.3,90.01
JAM388,JAM21,1205-H20.1-DRS--00123,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",5,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Orange,"Quartz, clear","Rock, other; Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM388,FMA1,1/24/2016,JUT2-S,1/11/2016,10.1521,15.8689,0.2204,10.3890,2.6115,1.8037,1.2470,30.7622,15.6056,41.6841,2.1604,0.7595,46968.6,3.9547,0.00,62.53,1.0416,16.1296,179.11,0.7024,0.3002,4.0551,97.19,63.25,90988.4,542.7,8276.7,1.9188,17152.1,559.13,23190.3,4242.5,111.32
JAM389,JAM22,1205-E15.1-DRS--00047,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",5,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM389,FMA1,1/24/2016,JUT2-S,1/11/2016,5.4133,16.7700,0.2211,13.0629,2.6688,1.5565,1.2628,41.8981,13.4786,35.3111,1.7149,0.6871,49679.7,6.5660,0.00,76.75,0.7356,12.8801,243.30,0.9494,0.3005,7.0947,82.57,154.32,81227.9,957.9,12650.9,1.9964,21432.3,970.45,11088.8,4618.7,148.21
JAM390,JAM22,1205-H23.1-DRS--00073,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",5,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, other; Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P03,100 to 200 YBP,Yes,,,,JAM390,FMA1,1/24/2016,JUT2-S,1/11/2016,3.7662,13.3462,0.1388,8.3146,1.9509,1.7570,1.0514,21.6124,7.0504,36.5107,1.8598,0.5238,51231.9,7.0768,0.00,73.06,0.6613,13.1691,319.60,0.8522,0.2169,7.0936,79.42,198.09,83109.1,961.8,13638.9,1.3206,19539.3,517.00,14311.5,4622.4,156.82
JAM391,JAM22,1205-B15.1-DRS--00063,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",5,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P03,100 to 200 YBP,Yes,,,,JAM391,FMA1,1/24/2016,JDW2-S,1/13/2016,6.0305,14.5149,0.2061,10.5638,2.4199,1.8164,1.3530,27.4106,6.4029,38.3605,1.7664,0.6112,48673.4,5.6190,0.00,76.24,0.7766,13.1815,202.85,0.8732,0.2609,7.1270,79.82,146.93,82205.0,910.6,13110.7,1.7059,20544.6,472.70,11075.2,4346.1,143.68
JAM392,JAM22,1205-F12.1-DRS--00055,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM392,FMA1,1/24/2016,JDW2-S,1/13/2016,6.4459,16.0763,0.2123,13.5577,2.7550,1.7009,1.2470,28.7343,8.6597,35.2402,2.1994,0.7006,48732.0,5.6466,0.00,73.75,0.5951,15.1733,200.41,0.7562,0.3392,7.2051,95.78,149.46,94929.6,846.5,13188.7,1.8900,20961.8,396.72,12271.9,4313.6,137.31
JAM393,UNAS,1205-B13.1-DRS--00015,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, other; Rock, other",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM393,FMA1,1/24/2016,JDW2-S,1/13/2016,8.2074,13.9122,0.1870,10.2900,2.2603,1.2953,1.2236,27.5803,12.3522,39.2414,1.7705,0.6537,46080.2,3.8842,0.00,80.63,1.1189,15.3244,164.93,0.6694,0.4271,3.8315,88.49,93.11,86768.5,505.6,9747.8,1.7871,15042.4,402.79,22749.1,3423.5,97.75
JAm394,JAM21,1205-C13.1-DRS--00032,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Rock, other","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM394,FMA1,1/24/2016,JDW2-S,1/13/2016,8.1870,15.0562,0.2279,11.7592,2.5200,1.3242,1.3896,29.9857,14.6625,40.0289,2.0320,0.7489,45633.2,3.8986,21.46,56.53,0.9722,15.6824,181.35,0.6686,0.2800,3.8713,94.44,114.79,89328.5,571.3,9996.8,1.9813,16648.7,520.05,23508.5,4062.2,97.82
JAM395,JAM21,1205-A13.1-DRS--00014,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM395,FMA1,1/24/2016,JDW2-S,1/13/2016,7.9581,14.6100,0.1928,10.6938,2.4589,1.4161,1.2608,27.6766,11.6435,38.5441,1.6570,0.7031,44540.3,3.8481,0.00,62.23,0.9291,15.5064,172.05,0.6478,0.2772,3.8560,86.08,108.24,90464.1,581.5,10364.7,2.0068,14581.0,363.66,23352.1,3850.2,102.74
JAM396,JAM21,1205-F15.1-DRS--00068,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Storage Vessel,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM396,FMA1,1/24/2016,JDW2-S,1/13/2016,7.7649,15.2083,0.1913,11.1403,2.4625,0.9535,1.2206,27.5257,13.7270,41.1052,1.7284,0.7206,45609.4,3.8037,0.00,53.44,0.9340,15.5164,239.53,0.6760,0.2409,3.7996,94.48,93.64,91885.8,571.8,10598.3,2.1169,19353.2,484.09,22432.1,4096.5,93.61
JAM397,UNAS,1205-Z13.1-DRS--00096,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, other; Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM397,FMA1,1/24/2016,JDW2-S,1/13/2016,24.5804,14.4457,0.2636,12.5073,2.7471,1.1534,1.6866,31.3697,7.0118,227.7496,1.3364,0.7194,44511.6,6.0260,0.00,31.00,1.2188,14.7898,75.01,0.6267,0.3610,5.2494,86.69,164.30,84862.5,252.5,18850.6,2.5251,4250.9,280.14,1688.6,5151.3,97.72
JAM398,JAM22,1205-E14.1-DRS--00049,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM398,FMA1,1/24/2016,JDW2-S,1/13/2016,5.0042,18.4883,0.2386,12.9167,3.0024,2.2648,1.2792,26.9002,7.6737,32.4248,1.8069,0.7381,51183.7,7.7760,0.00,83.10,0.6951,12.2756,364.00,0.8652,0.3143,7.8861,75.09,202.15,82362.7,1009.1,12097.4,2.1152,22487.9,472.53,14294.7,5409.2,165.09
JAM399,JAM21,1205-D11.1-DRS--00055,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM399,FMA1,1/24/2016,JDW2-S,1/13/2016,7.7213,14.2961,0.1992,9.8846,2.3029,1.4038,1.2516,27.6905,13.8265,38.4609,1.6156,0.6829,43829.2,3.7487,0.00,52.59,0.8823,14.7962,206.25,0.6604,0.2579,3.6516,86.92,96.66,88287.6,572.4,9459.7,1.9341,15871.5,455.86,23734.9,3596.9,86.58
JAM400,JAM21,1205-H19.1-DRS--00076,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM400,FMA1,1/24/2016,JDW2-S,1/13/2016,7.4427,13.0959,0.1720,8.1488,2.1417,1.3151,1.2111,26.7663,14.1921,39.1197,1.7458,0.6286,44834.8,3.7440,0.00,57.74,0.8939,15.2647,156.76,0.6323,0.2453,3.7217,85.63,85.42,89016.0,514.8,10586.5,1.8069,16401.7,519.15,22649.1,3976.2,102.95
JAM401,JAM21,1205-E20.1-DRS--00111,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Rock, other","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM401,FMA1,1/24/2016,JDW2-S,1/13/2016,9.1425,15.2215,0.2018,10.5325,2.5809,1.5039,1.2821,30.1904,16.5157,39.9866,2.0126,0.7503,44943.3,3.7191,0.00,59.52,0.9618,15.9965,150.14,0.6536,0.2925,3.8165,97.14,107.46,88059.6,542.6,7715.4,1.9268,17394.3,584.98,22691.2,3450.2,100.43
JAM402,JAM21,1205-B15.1-DRS--00059,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",6,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Rock, other","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P03,100 to 200 YBP,Yes,,,,JAM402,FMA1,1/24/2016,JDW2-S,1/13/2016,6.7966,12.9580,0.1777,8.0116,2.0750,1.3870,1.1603,24.1302,11.2071,39.9633,1.2315,0.6003,43720.7,3.7806,0.00,52.33,0.9235,14.5741,177.61,0.6572,0.4205,3.6405,84.77,114.72,87780.7,658.9,9548.5,1.5645,14825.7,373.86,23857.4,3771.3,89.62
JAM403,JAM13,1205-A14.2-DRS--00005,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,Spanish Coarse Earthenware,7,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear",,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM403,FMA1,1/24/2016,JDW2-S,1/13/2016,11.2557,41.5096,0.4308,33.3071,6.9956,2.6940,3.0045,79.6007,13.3769,122.9290,7.2410,1.4155,36535.3,7.3220,0.00,114.86,0.6452,15.7243,98.84,1.0606,0.8089,9.6566,91.54,202.61,71098.9,387.0,4339.9,5.1372,22982.7,156.85,1223.0,4953.2,132.23
JAM404,JAM15,1205-H25.2-DRS--00010,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,Spanish Coarse Earthenware,7,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear",,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM404,FMA1,1/24/2016,JDW2-S,1/13/2016,15.7594,47.9039,0.5015,44.1163,9.4825,3.1944,3.6930,110.1013,23.5629,146.5199,8.8493,1.9426,53358.3,6.7932,82.71,134.66,0.6929,19.0473,48.77,1.2712,1.1896,11.9114,121.18,184.64,90214.7,380.7,5360.4,6.7318,26285.3,258.32,3046.5,5952.0,172.27
JAM405,JAM21,1205-G15.2-DRS--00008,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",7,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, other; Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM405,FMA1,1/24/2016,JDW2-S,1/13/2016,9.5793,15.6002,0.1836,11.5843,2.6226,1.2928,1.2830,29.0374,13.5283,41.4681,2.2827,0.7868,45096.8,3.9262,0.00,56.58,0.8876,16.0330,147.00,0.6844,0.6399,3.9624,99.69,108.97,86668.2,614.2,8028.3,2.0051,15517.9,505.99,22090.4,3952.6,115.53
JAM406,JAM21,1205-E12.2-DRS--00117,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",7,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM406,FMA1,1/24/2016,JDW2-S,1/13/2016,9.6319,15.4939,0.1795,14.2540,2.6783,1.3586,1.2966,30.1767,15.2298,39.8702,2.3395,0.7725,45685.0,3.8286,0.00,61.17,1.0572,16.2342,161.41,0.6790,0.2975,3.9275,94.92,116.81,91154.5,566.8,8463.2,2.1894,17768.8,541.17,23059.0,3744.2,105.10
JAM407,JAM15,1205-E17.2-DRS--00019,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,Spanish Coarse Earthenware,7,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear",,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM407,FMA1,1/24/2016,JDW2-S,1/13/2016,11.6031,38.7851,0.4271,35.0298,7.2862,3.4511,3.1600,78.1790,14.8458,99.2721,8.8526,1.4823,42089.1,6.6547,40.34,120.91,0.8023,14.1319,143.16,1.1808,0.9902,11.2832,164.09,172.70,71606.4,377.6,21087.9,5.5782,22450.8,681.43,5653.0,4484.3,76.51
JAM408,JAM11,1205-F14.1-DRS--00067,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,Spanish Coarse Earthenware,7,Unidentifiable,Unglazed/Bisque,Lead Glaze,Red,Limestone,"Quartz, clear",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM408,FMA1,1/24/2016,JDW2-S,1/13/2016,5.7398,40.6267,0.4099,34.1844,7.1946,3.4169,2.9930,81.2626,24.0293,183.3343,8.4368,1.4032,49665.2,4.1582,102.00,149.86,0.7557,18.0079,237.79,1.3849,0.8533,14.2903,131.89,110.97,84624.5,634.6,44677.2,4.8556,24105.1,1211.29,7658.0,3681.4,106.32
JAM409,JAM21,1205-A10.1-DRS--00017,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",7,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,Limestone,n/a,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM409,FMA1,1/24/2016,JDW2-S,1/13/2016,7.7516,13.8335,0.1523,9.6705,2.1830,1.3862,1.1208,27.7177,12.6680,40.7552,1.7064,0.6450,41546.9,3.9129,24.21,45.57,0.8036,13.6383,152.11,0.6107,0.2429,3.6300,72.61,86.20,88811.5,586.8,5847.5,1.6539,13835.8,390.46,26456.1,3438.6,99.81
JAM410,JAM21,1205-H22.1-DRS--00049,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",7,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM410,FMA1,1/24/2016,JDW2-S,1/13/2016,6.4448,15.0591,0.1751,11.6035,2.6174,1.5053,1.3876,27.1762,12.8799,39.9829,2.4703,0.7382,44324.1,3.9483,0.00,56.24,0.9223,16.2164,193.37,0.7072,0.3296,4.1097,108.32,107.43,89220.8,631.8,6054.4,1.9629,14788.4,476.12,22863.1,4176.3,107.45
JAM411,JAM21,1205-E15.1-DRS--00045,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",7,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Rock, white",,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P03,100 to 200 YBP,Yes,,,,JAM411,FMA2,1/24/2016,JDW2-S,1/13/2016,8.7057,15.2542,0.1727,11.4405,2.6131,1.4520,1.4424,30.3462,14.8614,39.0523,2.2695,0.7654,44988.5,3.6069,0.00,57.80,1.0098,16.0527,195.48,0.6603,0.3595,3.9786,81.79,95.28,91620.1,440.3,9967.6,2.0385,16685.3,513.76,22874.9,4270.8,116.93
JAM412,JAM21,1205-B16.1-DRS--00136,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",7,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,"Rock, white",,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P03,100 to 200 YBP,Yes,,,,JAM412,FMA2,1/24/2016,JTT2-S,1/21/2016,4.6013,15.5966,0.1753,10.7846,2.6576,0.8651,1.3273,30.8579,15.8430,40.5263,2.1311,0.7849,45157.7,3.7904,0.00,58.53,1.0466,16.1137,197.11,0.6304,0.3463,3.8760,78.95,99.97,88317.3,555.1,8467.7,2.1567,18774.2,534.73,22926.9,3456.8,105.16
JAM413,JAM21,1205-C15.1-DRS--00085,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,"Coarse Earthenware, unidentified",7,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Pink,"Rock, other","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P03,100 to 200 YBP,Yes,,,,JAM413,FMA2,1/24/2016,JTT2-S,1/21/2016,9.4422,14.7499,0.1762,9.5677,2.4769,1.2463,1.3270,30.9157,15.1171,40.0211,2.0640,0.7514,44643.9,3.8282,0.00,56.01,0.9184,15.1858,149.23,0.6304,0.2838,3.9703,82.12,91.76,84745.5,544.1,8134.5,2.0106,15617.8,553.45,23588.0,3738.8,103.22
JAM414,JAM21,1205-A17.1-DRS--00047,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Seville,Seville House 15,18.4352,-77.2167,18 N,,,Pottery,Spanish Coarse Earthenware,7,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P04,100 to 200 YBP,Yes,,,,JAM414,FMA2,1/24/2016,JQW1-S,1/27/2016,8.3981,15.5829,0.1879,11.9877,2.6295,1.1701,1.4768,31.9175,16.5468,39.7048,2.2133,0.7863,45621.2,3.6701,0.00,56.00,0.9591,16.3336,213.39,0.6905,0.2676,3.9442,82.98,124.99,98887.9,532.2,7926.7,1.6922,18632.0,580.14,24973.7,3506.0,122.95
